Latitude,Longitude,Time,prec
36.15000153,103.3500061,2018/12/11 10:30,0
36.15000153,103.3500061,2018/12/12 10:30,0
36.15000153,103.3500061,2018/12/13 10:30,0
36.15000153,103.3500061,2018/12/14 10:30,0
36.15000153,103.3500061,2018/12/15 10:30,0
36.15000153,103.3500061,2018/12/16 10:30,0
36.15000153,103.3500061,2018/12/17 10:30,0
36.15000153,103.3500061,2018/12/18 10:30,0
36.15000153,103.3500061,2018/12/19 10:30,0
36.15000153,103.3500061,2018/12/20 10:30,0.012500763
36.15000153,103.3500061,2018/12/21 10:30,0
36.15000153,103.3500061,2018/12/22 10:30,0
36.15000153,103.3500061,2018/12/23 10:30,0
36.15000153,103.3500061,2018/12/24 10:30,0
36.15000153,103.3500061,2018/12/25 10:30,0
36.15000153,103.3500061,2018/12/26 10:30,0
36.15000153,103.3500061,2018/12/27 10:30,0.020000458
36.15000153,103.3500061,2018/12/28 10:30,0.0625
36.15000153,103.3500061,2018/12/29 10:30,0
36.15000153,103.3500061,2018/12/30 10:30,0
36.15000153,103.3500061,2018/12/31 10:30,0
